order_number,product_key,customer_id,order_date,shipping_date,delivery_due_date,price,sales_amount,sales_quantity
SO66347,291,28381,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66347,166,28381,9/14/2013,9/21/2013,9/26/2013,9,9,1
SO66347,249,28381,9/14/2013,9/21/2013,9/26/2013,50,50,1
SO66348,291,24149,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66348,259,24149,9/14/2013,9/21/2013,9/26/2013,2,2,1
SO66349,174,17579,9/14/2013,9/21/2013,9/26/2013,22,22,1
SO66349,246,17579,9/14/2013,9/21/2013,9/26/2013,35,35,1
SO66350,117,21423,9/14/2013,9/21/2013,9/26/2013,769,769,1
SO66350,289,21423,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66350,283,21423,9/14/2013,9/21/2013,9/26/2013,30,30,1
SO66350,244,21423,9/14/2013,9/21/2013,9/26/2013,35,35,1
SO66351,106,16094,9/14/2013,9/21/2013,9/26/2013,540,540,1
SO66351,282,16094,9/14/2013,9/21/2013,9/26/2013,25,25,1
SO66351,259,16094,9/14/2013,9/21/2013,9/26/2013,2,2,1
SO66352,107,13715,9/14/2013,9/21/2013,9/26/2013,540,540,1
SO66352,174,13715,9/14/2013,9/21/2013,9/26/2013,22,22,1
SO66352,245,13715,9/14/2013,9/21/2013,9/26/2013,35,35,1
SO66353,120,15842,9/14/2013,9/21/2013,9/26/2013,2295,2295,1
SO66353,284,15842,9/14/2013,9/21/2013,9/26/2013,35,35,1
SO66353,289,15842,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66353,245,15842,9/14/2013,9/21/2013,9/26/2013,35,35,1
SO66354,123,15954,9/14/2013,9/21/2013,9/26/2013,2320,2320,1
SO66354,104,15954,9/14/2013,9/21/2013,9/26/2013,10,10,1
SO66354,295,15954,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66355,124,15961,9/14/2013,9/21/2013,9/26/2013,2320,2320,1
SO66355,174,15961,9/14/2013,9/21/2013,9/26/2013,22,22,1
SO66355,259,15961,9/14/2013,9/21/2013,9/26/2013,2,2,1
SO66356,123,15976,9/14/2013,9/21/2013,9/26/2013,2320,2320,1
SO66356,247,15976,9/14/2013,9/21/2013,9/26/2013,55,55,1
SO66357,156,16426,9/14/2013,9/21/2013,9/26/2013,1215,1215,1
SO66357,105,16426,9/14/2013,9/21/2013,9/26/2013,9,9,1
SO66357,295,16426,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66357,166,16426,9/14/2013,9/21/2013,9/26/2013,9,9,1
SO66357,276,16426,9/14/2013,9/21/2013,9/26/2013,54,54,1
SO66358,138,23655,9/14/2013,9/21/2013,9/26/2013,1701,1701,1
SO66359,143,21393,9/14/2013,9/21/2013,9/26/2013,2443,2443,1
SO66359,105,21393,9/14/2013,9/21/2013,9/26/2013,9,9,1
SO66359,295,21393,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66359,234,21393,9/14/2013,9/21/2013,9/26/2013,24,24,1
SO66360,112,16164,9/14/2013,9/21/2013,9/26/2013,565,565,1
SO66360,282,16164,9/14/2013,9/21/2013,9/26/2013,25,25,1
SO66361,163,14281,9/14/2013,9/21/2013,9/26/2013,2384,2384,1
SO66361,291,14281,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66361,288,14281,9/14/2013,9/21/2013,9/26/2013,29,29,1
SO66361,259,14281,9/14/2013,9/21/2013,9/26/2013,2,2,1
SO66362,161,26609,9/14/2013,9/21/2013,9/26/2013,2384,2384,1
SO66362,275,26609,9/14/2013,9/21/2013,9/26/2013,54,54,1
SO66363,159,14459,9/14/2013,9/21/2013,9/26/2013,2384,2384,1
SO66363,295,14459,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66363,105,14459,9/14/2013,9/21/2013,9/26/2013,9,9,1
SO66364,133,21274,9/14/2013,9/21/2013,9/26/2013,1120,1120,1
SO66364,105,21274,9/14/2013,9/21/2013,9/26/2013,9,9,1
SO66364,295,21274,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66364,292,21274,9/14/2013,9/21/2013,9/26/2013,64,64,1
SO66365,135,17859,9/14/2013,9/21/2013,9/26/2013,1701,1701,1
SO66365,246,17859,9/14/2013,9/21/2013,9/26/2013,35,35,1
SO66366,129,24052,9/14/2013,9/21/2013,9/26/2013,540,540,1
SO66366,105,24052,9/14/2013,9/21/2013,9/26/2013,9,9,1
SO66367,129,22673,9/14/2013,9/21/2013,9/26/2013,540,540,1
SO66367,105,22673,9/14/2013,9/21/2013,9/26/2013,9,9,1
SO66367,295,22673,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66367,247,22673,9/14/2013,9/21/2013,9/26/2013,55,55,1
SO66368,164,11433,9/14/2013,9/21/2013,9/26/2013,2384,2384,1
SO66369,147,29454,9/14/2013,9/21/2013,9/26/2013,742,742,1
SO66370,151,14259,9/14/2013,9/21/2013,9/26/2013,742,742,1
SO66371,152,29458,9/14/2013,9/21/2013,9/26/2013,742,742,1
SO66371,288,29458,9/14/2013,9/21/2013,9/26/2013,29,29,1
SO66371,291,29458,9/14/2013,9/21/2013,9/26/2013,5,5,1
SO66371,246,29458,9/14/2013,9/21/2013,9/26/2013,35,35,1
SO66372,165,12675,9/14/2013,9/21/2013,9/26/2013,2384,2384,1
SO66373,137,25311,9/15/2013,9/22/2013,9/27/2013,1701,1701,1
SO66373,246,25311,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66374,137,17941,9/15/2013,9/22/2013,9/27/2013,1701,1701,1
SO66374,295,17941,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66374,105,17941,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66374,246,17941,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66375,105,11502,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66375,295,11502,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66375,245,11502,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66375,250,11502,9/15/2013,9/22/2013,9/27/2013,50,50,1
SO66375,233,11502,9/15/2013,9/22/2013,9/27/2013,24,24,1
SO66376,289,11146,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66377,291,27593,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66377,166,27593,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66378,287,16179,9/15/2013,9/22/2013,9/27/2013,33,33,1
SO66378,259,16179,9/15/2013,9/22/2013,9/27/2013,2,2,1
SO66379,259,18707,9/15/2013,9/22/2013,9/27/2013,2,2,1
SO66380,123,12483,9/15/2013,9/22/2013,9/27/2013,2320,2320,1
SO66381,117,14538,9/15/2013,9/22/2013,9/27/2013,769,769,1
SO66381,174,14538,9/15/2013,9/22/2013,9/27/2013,22,22,1
SO66381,244,14538,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66381,166,14538,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66382,116,16317,9/15/2013,9/22/2013,9/27/2013,769,769,1
SO66382,248,16317,9/15/2013,9/22/2013,9/27/2013,50,50,1
SO66383,290,11202,9/15/2013,9/22/2013,9/27/2013,4,4,1
SO66383,244,11202,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66384,259,27991,9/15/2013,9/22/2013,9/27/2013,2,2,1
SO66385,282,26462,9/15/2013,9/22/2013,9/27/2013,25,25,1
SO66385,259,26462,9/15/2013,9/22/2013,9/27/2013,2,2,1
SO66386,289,14328,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66386,282,14328,9/15/2013,9/22/2013,9/27/2013,25,25,1
SO66386,234,14328,9/15/2013,9/22/2013,9/27/2013,24,24,1
SO66386,245,14328,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66387,287,15815,9/15/2013,9/22/2013,9/27/2013,33,33,1
SO66387,259,15815,9/15/2013,9/22/2013,9/27/2013,2,2,1
SO66388,289,23564,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66388,283,23564,9/15/2013,9/22/2013,9/27/2013,30,30,1
SO66389,279,11659,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66389,272,11659,9/15/2013,9/22/2013,9/27/2013,70,70,1
SO66390,273,20293,9/15/2013,9/22/2013,9/27/2013,70,70,1
SO66391,272,18828,9/15/2013,9/22/2013,9/27/2013,70,70,1
SO66391,250,18828,9/15/2013,9/22/2013,9/27/2013,50,50,1
SO66392,295,24825,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66393,295,26495,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66393,276,26495,9/15/2013,9/22/2013,9/27/2013,54,54,1
SO66394,295,29213,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66394,292,29213,9/15/2013,9/22/2013,9/27/2013,64,64,1
SO66395,289,20189,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66396,174,13301,9/15/2013,9/22/2013,9/27/2013,22,22,1
SO66396,104,13301,9/15/2013,9/22/2013,9/27/2013,10,10,1
SO66396,245,13301,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66397,288,26384,9/15/2013,9/22/2013,9/27/2013,29,29,1
SO66397,291,26384,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66398,290,25505,9/15/2013,9/22/2013,9/27/2013,4,4,1
SO66398,244,25505,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66399,290,20954,9/15/2013,9/22/2013,9/27/2013,4,4,1
SO66399,244,20954,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66400,290,26971,9/15/2013,9/22/2013,9/27/2013,4,4,1
SO66400,259,26971,9/15/2013,9/22/2013,9/27/2013,2,2,1
SO66401,285,22555,9/15/2013,9/22/2013,9/27/2013,21,21,1
SO66401,259,22555,9/15/2013,9/22/2013,9/27/2013,2,2,1
SO66401,260,22555,9/15/2013,9/22/2013,9/27/2013,120,120,1
SO66402,291,15694,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66402,259,15694,9/15/2013,9/22/2013,9/27/2013,2,2,1
SO66403,291,25662,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66403,247,25662,9/15/2013,9/22/2013,9/27/2013,55,55,1
SO66403,244,25662,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66404,118,18953,9/15/2013,9/22/2013,9/27/2013,769,769,1
SO66404,168,18953,9/15/2013,9/22/2013,9/27/2013,8,8,1
SO66405,125,15843,9/15/2013,9/22/2013,9/27/2013,2320,2320,1
SO66405,289,15843,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66405,284,15843,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66406,125,15845,9/15/2013,9/22/2013,9/27/2013,2320,2320,1
SO66406,174,15845,9/15/2013,9/22/2013,9/27/2013,22,22,1
SO66406,260,15845,9/15/2013,9/22/2013,9/27/2013,120,120,1
SO66407,125,15888,9/15/2013,9/22/2013,9/27/2013,2320,2320,1
SO66407,174,15888,9/15/2013,9/22/2013,9/27/2013,22,22,1
SO66407,275,15888,9/15/2013,9/22/2013,9/27/2013,54,54,1
SO66408,125,15780,9/15/2013,9/22/2013,9/27/2013,2320,2320,1
SO66408,174,15780,9/15/2013,9/22/2013,9/27/2013,22,22,1
SO66408,260,15780,9/15/2013,9/22/2013,9/27/2013,120,120,1
SO66409,123,13271,9/15/2013,9/22/2013,9/27/2013,2320,2320,1
SO66410,148,15078,9/15/2013,9/22/2013,9/27/2013,742,742,1
SO66411,149,27133,9/15/2013,9/22/2013,9/27/2013,742,742,1
SO66411,244,27133,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66412,147,11414,9/15/2013,9/22/2013,9/27/2013,742,742,1
SO66412,246,11414,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66413,156,19340,9/15/2013,9/22/2013,9/27/2013,1215,1215,1
SO66413,166,19340,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66414,165,11249,9/15/2013,9/22/2013,9/27/2013,2384,2384,1
SO66414,288,11249,9/15/2013,9/22/2013,9/27/2013,29,29,1
SO66414,291,11249,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66414,259,11249,9/15/2013,9/22/2013,9/27/2013,2,2,1
SO66415,135,15425,9/15/2013,9/22/2013,9/27/2013,1701,1701,1
SO66416,126,27707,9/15/2013,9/22/2013,9/27/2013,540,540,1
SO66416,285,27707,9/15/2013,9/22/2013,9/27/2013,21,21,1
SO66417,121,14310,9/15/2013,9/22/2013,9/27/2013,2295,2295,1
SO66417,104,14310,9/15/2013,9/22/2013,9/27/2013,10,10,1
SO66417,295,14310,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66417,247,14310,9/15/2013,9/22/2013,9/27/2013,55,55,1
SO66418,143,21560,9/15/2013,9/22/2013,9/27/2013,2443,2443,1
SO66418,105,21560,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66418,295,21560,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66418,294,21560,9/15/2013,9/22/2013,9/27/2013,64,64,1
SO66419,142,21217,9/15/2013,9/22/2013,9/27/2013,2443,2443,1
SO66419,246,21217,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66420,141,21215,9/15/2013,9/22/2013,9/27/2013,2443,2443,1
SO66421,161,26611,9/15/2013,9/22/2013,9/27/2013,2384,2384,1
SO66421,246,26611,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66422,159,24788,9/15/2013,9/22/2013,9/27/2013,2384,2384,1
SO66422,288,24788,9/15/2013,9/22/2013,9/27/2013,29,29,1
SO66422,291,24788,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66423,163,26703,9/15/2013,9/22/2013,9/27/2013,2384,2384,1
SO66423,246,26703,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66424,129,21622,9/15/2013,9/22/2013,9/27/2013,540,540,1
SO66424,105,21622,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66424,295,21622,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66424,279,21622,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66425,132,21344,9/15/2013,9/22/2013,9/27/2013,1120,1120,1
SO66425,245,21344,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66426,133,24192,9/15/2013,9/22/2013,9/27/2013,1120,1120,1
SO66426,244,24192,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66427,133,28419,9/15/2013,9/22/2013,9/27/2013,1120,1120,1
SO66427,166,28419,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66427,245,28419,9/15/2013,9/22/2013,9/27/2013,35,35,1
SO66428,126,27008,9/15/2013,9/22/2013,9/27/2013,540,540,1
SO66428,295,27008,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66428,105,27008,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66428,278,27008,9/15/2013,9/22/2013,9/27/2013,54,54,1
SO66428,166,27008,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66429,126,22675,9/15/2013,9/22/2013,9/27/2013,540,540,1
SO66429,285,22675,9/15/2013,9/22/2013,9/27/2013,21,21,1
SO66429,292,22675,9/15/2013,9/22/2013,9/27/2013,64,64,1
SO66429,290,22675,9/15/2013,9/22/2013,9/27/2013,4,4,1
SO66430,127,22645,9/15/2013,9/22/2013,9/27/2013,540,540,1
SO66430,295,22645,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66430,105,22645,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66431,160,18140,9/15/2013,9/22/2013,9/27/2013,2384,2384,1
SO66431,295,18140,9/15/2013,9/22/2013,9/27/2013,5,5,1
SO66431,105,18140,9/15/2013,9/22/2013,9/27/2013,9,9,1
SO66432,164,11425,9/15/2013,9/22/2013,9/27/2013,2384,2384,1
SO66432,288,11425,9/15/2013,9/22/2013,9/27/2013,29,29,1
SO66433,282,13127,9/16/2013,9/23/2013,9/28/2013,25,25,1
SO66434,174,23528,9/16/2013,9/23/2013,9/28/2013,22,22,1
SO66434,276,23528,9/16/2013,9/23/2013,9/28/2013,54,54,1
SO66435,290,20254,9/16/2013,9/23/2013,9/28/2013,4,4,1
SO66435,285,20254,9/16/2013,9/23/2013,9/28/2013,21,21,1
SO66435,244,20254,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66436,291,27976,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66436,278,27976,9/16/2013,9/23/2013,9/28/2013,54,54,1
SO66437,272,27357,9/16/2013,9/23/2013,9/28/2013,70,70,1
SO66438,166,26968,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66438,274,26968,9/16/2013,9/23/2013,9/28/2013,70,70,1
SO66439,273,26428,9/16/2013,9/23/2013,9/28/2013,70,70,1
SO66440,295,24483,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66440,166,24483,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66440,104,24483,9/16/2013,9/23/2013,9/28/2013,10,10,1
SO66441,246,15718,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66442,124,13846,9/16/2013,9/23/2013,9/28/2013,2320,2320,1
SO66442,246,13846,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66443,123,13792,9/16/2013,9/23/2013,9/28/2013,2320,2320,1
SO66443,284,13792,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66444,118,23619,9/16/2013,9/23/2013,9/28/2013,769,769,1
SO66444,289,23619,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66444,283,23619,9/16/2013,9/23/2013,9/28/2013,30,30,1
SO66444,259,23619,9/16/2013,9/23/2013,9/28/2013,2,2,1
SO66445,110,15079,9/16/2013,9/23/2013,9/28/2013,540,540,1
SO66445,104,15079,9/16/2013,9/23/2013,9/28/2013,10,10,1
SO66446,106,15451,9/16/2013,9/23/2013,9/28/2013,540,540,1
SO66446,244,15451,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66447,246,11530,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66447,234,11530,9/16/2013,9/23/2013,9/28/2013,24,24,1
SO66448,291,11331,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66448,259,11331,9/16/2013,9/23/2013,9/28/2013,2,2,1
SO66448,281,11331,9/16/2013,9/23/2013,9/28/2013,159,159,1
SO66449,288,27385,9/16/2013,9/23/2013,9/28/2013,29,29,1
SO66449,291,27385,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66449,246,27385,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66450,285,27750,9/16/2013,9/23/2013,9/28/2013,21,21,1
SO66450,259,27750,9/16/2013,9/23/2013,9/28/2013,2,2,1
SO66451,285,11652,9/16/2013,9/23/2013,9/28/2013,21,21,1
SO66451,259,11652,9/16/2013,9/23/2013,9/28/2013,2,2,1
SO66452,282,26525,9/16/2013,9/23/2013,9/28/2013,25,25,1
SO66452,234,26525,9/16/2013,9/23/2013,9/28/2013,24,24,1
SO66453,282,25846,9/16/2013,9/23/2013,9/28/2013,25,25,1
SO66453,289,25846,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66453,244,25846,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66454,287,24524,9/16/2013,9/23/2013,9/28/2013,33,33,1
SO66454,259,24524,9/16/2013,9/23/2013,9/28/2013,2,2,1
SO66455,289,23298,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66455,283,23298,9/16/2013,9/23/2013,9/28/2013,30,30,1
SO66455,244,23298,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66456,104,21754,9/16/2013,9/23/2013,9/28/2013,10,10,1
SO66456,295,21754,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66457,104,21320,9/16/2013,9/23/2013,9/28/2013,10,10,1
SO66457,295,21320,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66457,245,21320,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66457,248,21320,9/16/2013,9/23/2013,9/28/2013,50,50,1
SO66458,104,21473,9/16/2013,9/23/2013,9/28/2013,10,10,1
SO66458,295,21473,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66458,292,21473,9/16/2013,9/23/2013,9/28/2013,64,64,1
SO66459,274,20185,9/16/2013,9/23/2013,9/28/2013,70,70,1
SO66460,295,13466,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66460,275,13466,9/16/2013,9/23/2013,9/28/2013,54,54,1
SO66460,233,13466,9/16/2013,9/23/2013,9/28/2013,24,24,1
SO66461,273,18517,9/16/2013,9/23/2013,9/28/2013,70,70,1
SO66461,166,18517,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66462,295,16808,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66462,166,16808,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66463,295,17606,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66464,174,14151,9/16/2013,9/23/2013,9/28/2013,22,22,1
SO66464,293,14151,9/16/2013,9/23/2013,9/28/2013,64,64,1
SO66465,174,18124,9/16/2013,9/23/2013,9/28/2013,22,22,1
SO66465,244,18124,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66466,278,29420,9/16/2013,9/23/2013,9/28/2013,54,54,1
SO66467,290,17818,9/16/2013,9/23/2013,9/28/2013,4,4,1
SO66468,285,22417,9/16/2013,9/23/2013,9/28/2013,21,21,1
SO66469,291,12731,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66469,247,12731,9/16/2013,9/23/2013,9/28/2013,55,55,1
SO66470,291,17205,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66470,246,17205,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66471,284,11782,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66471,289,11782,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66471,259,11782,9/16/2013,9/23/2013,9/28/2013,2,2,1
SO66472,284,12140,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66472,289,12140,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66472,168,12140,9/16/2013,9/23/2013,9/28/2013,8,8,1
SO66473,289,11953,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66473,284,11953,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66473,259,11953,9/16/2013,9/23/2013,9/28/2013,2,2,1
SO66474,166,11584,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66475,166,12610,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66476,117,14739,9/16/2013,9/23/2013,9/28/2013,769,769,1
SO66476,283,14739,9/16/2013,9/23/2013,9/28/2013,30,30,1
SO66476,259,14739,9/16/2013,9/23/2013,9/28/2013,2,2,1
SO66477,123,12886,9/16/2013,9/23/2013,9/28/2013,2320,2320,1
SO66477,174,12886,9/16/2013,9/23/2013,9/28/2013,22,22,1
SO66477,104,12886,9/16/2013,9/23/2013,9/28/2013,10,10,1
SO66477,244,12886,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66478,122,15873,9/16/2013,9/23/2013,9/28/2013,2295,2295,1
SO66478,174,15873,9/16/2013,9/23/2013,9/28/2013,22,22,1
SO66478,295,15873,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66478,104,15873,9/16/2013,9/23/2013,9/28/2013,10,10,1
SO66478,166,15873,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66479,124,12884,9/16/2013,9/23/2013,9/28/2013,2320,2320,1
SO66479,259,12884,9/16/2013,9/23/2013,9/28/2013,2,2,1
SO66480,124,17622,9/16/2013,9/23/2013,9/28/2013,2320,2320,1
SO66480,247,17622,9/16/2013,9/23/2013,9/28/2013,55,55,1
SO66481,122,15965,9/16/2013,9/23/2013,9/28/2013,2295,2295,1
SO66481,279,15965,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66481,174,15965,9/16/2013,9/23/2013,9/28/2013,22,22,1
SO66482,163,11246,9/16/2013,9/23/2013,9/28/2013,2384,2384,1
SO66482,246,11246,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66483,158,11575,9/16/2013,9/23/2013,9/28/2013,2384,2384,1
SO66483,288,11575,9/16/2013,9/23/2013,9/28/2013,29,29,1
SO66483,291,11575,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66483,245,11575,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66483,166,11575,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66484,136,21199,9/16/2013,9/23/2013,9/28/2013,1701,1701,1
SO66485,132,25826,9/16/2013,9/23/2013,9/28/2013,1120,1120,1
SO66485,245,25826,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66486,128,29185,9/16/2013,9/23/2013,9/28/2013,540,540,1
SO66486,285,29185,9/16/2013,9/23/2013,9/28/2013,21,21,1
SO66486,259,29185,9/16/2013,9/23/2013,9/28/2013,2,2,1
SO66487,129,24175,9/16/2013,9/23/2013,9/28/2013,540,540,1
SO66487,285,24175,9/16/2013,9/23/2013,9/28/2013,21,21,1
SO66488,122,14324,9/16/2013,9/23/2013,9/28/2013,2295,2295,1
SO66489,140,21402,9/16/2013,9/23/2013,9/28/2013,2443,2443,1
SO66490,143,18281,9/16/2013,9/23/2013,9/28/2013,2443,2443,1
SO66490,244,18281,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66490,235,18281,9/16/2013,9/23/2013,9/28/2013,24,24,1
SO66491,162,26604,9/16/2013,9/23/2013,9/28/2013,2384,2384,1
SO66491,166,26604,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66492,156,25916,9/16/2013,9/23/2013,9/28/2013,1215,1215,1
SO66492,244,25916,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66493,136,17681,9/16/2013,9/23/2013,9/28/2013,1701,1701,1
SO66493,244,17681,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66494,138,18121,9/16/2013,9/23/2013,9/28/2013,1701,1701,1
SO66494,286,18121,9/16/2013,9/23/2013,9/28/2013,25,25,1
SO66494,290,18121,9/16/2013,9/23/2013,9/28/2013,4,4,1
SO66494,292,18121,9/16/2013,9/23/2013,9/28/2013,64,64,1
SO66495,137,18079,9/16/2013,9/23/2013,9/28/2013,1701,1701,1
SO66496,134,20847,9/16/2013,9/23/2013,9/28/2013,1120,1120,1
SO66496,166,20847,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66496,245,20847,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66497,134,20854,9/16/2013,9/23/2013,9/28/2013,1120,1120,1
SO66497,246,20854,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66498,133,20870,9/16/2013,9/23/2013,9/28/2013,1120,1120,1
SO66498,245,20870,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66499,127,22654,9/16/2013,9/23/2013,9/28/2013,540,540,1
SO66499,285,22654,9/16/2013,9/23/2013,9/28/2013,21,21,1
SO66499,259,22654,9/16/2013,9/23/2013,9/28/2013,2,2,1
SO66500,158,11245,9/16/2013,9/23/2013,9/28/2013,2384,2384,1
SO66500,288,11245,9/16/2013,9/23/2013,9/28/2013,29,29,1
SO66500,291,11245,9/16/2013,9/23/2013,9/28/2013,5,5,1
SO66501,158,16822,9/16/2013,9/23/2013,9/28/2013,2384,2384,1
SO66501,166,16822,9/16/2013,9/23/2013,9/28/2013,9,9,1
SO66501,244,16822,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66502,161,12667,9/16/2013,9/23/2013,9/28/2013,2384,2384,1
SO66502,245,12667,9/16/2013,9/23/2013,9/28/2013,35,35,1
SO66503,135,22446,9/17/2013,9/24/2013,9/29/2013,1701,1701,1
SO66503,105,22446,9/17/2013,9/24/2013,9/29/2013,9,9,1
SO66503,295,22446,9/17/2013,9/24/2013,9/29/2013,5,5,1
